kind,game_id,gameday,season,home_team,away_team,venue,start_time_utc,home_record,away_record,p_home_win,p_away_win,p_tie,derived_ml,p_home_win_derived,p_away_win_derived,mu_h,mu_a,mu_margin,mu_total,fair_spread,fair_total,spread_line,total_line,has_offer,p_cover_offered,p_push_offered,p_over_offered,p_under_offered,p_push_total_offered,home_score,away_score,total,margin,p_over_fair,p_cover_fair,y_over_fair,y_under_fair,y_push_fair,y_cover_fair,y_push_spread_fair,y_over_offered,y_under_offered,y_push_total_offered,y_cover_offered,y_push_spread_offered,y_home_win,decided,frame_view,pred_home,pred_away,p_home_cover_m8,p_push_m8,p_home_cover_m7,p_push_m7,p_home_cover_m6,p_push_m6,p_home_cover_m5,p_push_m5,p_home_cover_m4,p_push_m4,p_home_cover_m3,p_push_m3,p_home_cover_m2,p_push_m2,p_home_cover_m1,p_push_m1,p_home_cover_0,p_push_0,p_home_cover_1,p_push_1,p_home_cover_2,p_push_2,p_home_cover_3,p_push_3,p_home_cover_4,p_push_4,p_home_cover_5,p_push_5,p_home_cover_6,p_push_6,p_home_cover_7,p_push_7,p_home_cover_8,p_push_8,p_home_cover_m0_5,p_home_cover_0_5,p_over_4,p_under_4,p_push_total_4,p_over_5,p_under_5,p_push_total_5,p_over_6,p_under_6,p_push_total_6,p_over_7,p_under_7,p_push_total_7,p_over_8,p_under_8,p_push_total_8,p_over_9,p_under_9,p_push_total_9,p_over_10,p_under_10,p_push_total_10,p_over_11,p_under_11,p_push_total_11,p_over_12,p_under_12,p_push_total_12
oof,2024020198,2024-11-05,2024,NYI,PIT,UBS Arena,2024-11-06T00:30:00Z,78-86,77-93,0.5026455785660542,0.4973544214339458,0.1471,0.2244,0.4156828972703903,0.4372171027296097,2.2723752923507075,3.5414731583916006,-1.2690978660408931,5.813848450742308,-2.0,5.0,,,False,,,,,,4.0,3.0,7.0,1.0,0.5183,0.5418,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.2723752923507075,3.5414731583916006,0.9935,0.0043,0.9833,0.0102,0.958,0.0253,0.9117,0.0463,0.8307,0.081,0.7033,0.1274,0.5418,0.1615,0.3715,0.1703,0.2244,0.1471,0.114,0.1104,0.0517,0.0623,0.0204,0.0313,0.0075,0.0129,0.0022,0.0053,0.0011,0.0011,0.0003,0.0008,0.0001,0.0002,0.3715,0.2244,0.6829,0.1753,0.1418,0.5183,0.3171,0.1646,0.3644,0.4817,0.1539,0.2276,0.6356,0.1368,0.1328,0.7724,0.0948,0.0718,0.8672,0.061,0.0344,0.9282,0.0374,0.016,0.9656,0.0184,0.0076,0.984,0.0084
oof,2024020194,2024-11-05,2024,BUF,OTT,KeyBank Center,2024-11-06T00:00:00Z,93-84,91-83,0.5604463300316523,0.43955366996834766,0.1747,0.391,0.46615569739210183,0.3591443026078982,2.795700792144147,2.906593573710509,-0.11089278156636206,5.702294365854655,-1.0,5.0,,,False,,,,,,5.0,1.0,6.0,4.0,0.4877,0.5657,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.795700792144147,2.906593573710509,0.9991,0.0006,0.996,0.0031,0.9869,0.0091,0.9659,0.021,0.9227,0.0432,0.8424,0.0803,0.7231,0.1193,0.5657,0.1574,0.391,0.1747,0.2437,0.1473,0.132,0.1117,0.0623,0.0697,0.0269,0.0354,0.0097,0.0172,0.0023,0.0074,0.0008,0.0015,0.0003,0.0005,0.5657,0.391,0.6608,0.1855,0.1537,0.4877,0.3392,0.1731,0.3312,0.5123,0.1565,0.211,0.6688,0.1202,0.1228,0.789,0.0882,0.0649,0.8772,0.0579,0.0312,0.9351,0.0337,0.014,0.9688,0.0172,0.0052,0.986,0.0088
oof,2024020195,2024-11-05,2024,TOR,BOS,Scotiabank Arena,2024-11-06T00:00:00Z,91-86,80-90,0.5347814743215258,0.4652185256784742,0.1629,0.4527,0.48239503838865505,0.35470496161134496,3.186611802305817,3.01363652871986,0.1729752735859571,6.200248331025676,0.0,6.0,,,False,,,,,,4.0,0.0,4.0,4.0,0.4282,0.4527,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.186611802305817,3.01363652871986,0.9987,0.0011,0.9961,0.0026,0.9879,0.0082,0.9702,0.0177,0.9338,0.0364,0.8637,0.0701,0.7581,0.1056,0.6156,0.1425,0.4527,0.1629,0.3031,0.1496,0.1824,0.1207,0.0943,0.0881,0.0438,0.0505,0.0185,0.0253,0.006600000000000001,0.011900000000000003,0.0021,0.0045,0.0002,0.0019,0.6156,0.4527,0.7375,0.1366,0.1259,0.582,0.2625,0.1555,0.4282,0.418,0.1538,0.2842,0.5718,0.144,0.1683,0.7158,0.1159,0.0969,0.8317,0.0714,0.0508,0.9031,0.0461,0.0246,0.9492,0.0262,0.0111,0.9754,0.0135
oof,2024020200,2024-11-05,2024,MIN,LAK,Xcel Energy Center,2024-11-06T01:00:00Z,98-83,85-89,0.5805936988198173,0.41940630118018274,0.1613,0.4242,0.4749663243735489,0.3637336756264511,3.144293683413294,3.1283278204702025,0.015965862943091658,6.272621503883497,0.0,6.0,,,False,,,,,,1.0,5.0,6.0,-4.0,0.4319,0.4242,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,True,oof,3.144293683413294,3.1283278204702025,0.9982,0.0013,0.9958,0.0024,0.9851,0.0107,0.963,0.0221,0.9215,0.0415,0.8424,0.0791,0.7298,0.1126,0.5855,0.1443,0.4242,0.1613,0.2741,0.1501,0.1562,0.1179,0.0776,0.0786,0.0344,0.0432,0.014700000000000001,0.019700000000000002,0.005,0.0097,0.0012,0.0038,0.0002,0.001,0.5855,0.4242,0.7455,0.1317,0.1228,0.5911,0.2545,0.1544,0.4319,0.4089,0.1592,0.2883,0.5681,0.1436,0.1741,0.7117,0.1142,0.0967,0.8259,0.0774,0.0491,0.9033,0.0476,0.0241,0.9509,0.025,0.0115,0.9759,0.0126
oof,2024020197,2024-11-05,2024,CAR,PHI,Lenovo Center,2024-11-06T00:00:00Z,125-73,80-94,0.542865690664282,0.45713430933571797,0.1713,0.4433,0.4799552273983403,0.3487447726016597,2.9288072722240956,2.769635904943204,0.15917136728089165,5.6984431771673,0.0,5.0,,,False,,,,,,6.0,4.0,10.0,2.0,0.5108,0.4433,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.9288072722240956,2.769635904943204,0.9992,0.0004,0.9969,0.0023,0.9907,0.0062,0.978,0.0127,0.9404,0.0376,0.8721,0.0683,0.7624,0.1097,0.6146,0.1478,0.4433,0.1713,0.2856,0.1577,0.16090000000000002,0.12470000000000002,0.0765,0.0844,0.0349,0.0416,0.0125,0.0224,0.0038000000000000004,0.008700000000000001,0.001,0.0028,0.0002,0.0008,0.6146,0.4433,0.6803,0.1726,0.1471,0.5108,0.3197,0.1695,0.3472,0.4892,0.1636,0.2176,0.6528,0.1296,0.1269,0.7824,0.0907,0.0694,0.8731,0.0575,0.0342,0.9306,0.0352,0.0162,0.9658,0.018,0.0067,0.9838,0.0095
oof,2024020202,2024-11-05,2024,COL,SEA,Ball Arena,2024-11-06T02:00:00Z,115-69,69-95,0.48329717787128784,0.5167028221287122,0.1576,0.4141,0.47230717061212424,0.3700928293878758,3.2868831104195637,3.3683291450550183,-0.08144603463545463,6.6552122554745825,-1.0,6.0,,,False,,,,,,6.0,3.0,9.0,3.0,0.4984,0.5717,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.2868831104195637,3.3683291450550183,0.9974,0.0018,0.9923,0.0051,0.9821,0.0102,0.9575,0.0246,0.9133,0.0442,0.8375,0.0758,0.7227,0.1148,0.5717,0.151,0.4141,0.1576,0.2742,0.1399,0.1594,0.1148,0.086,0.0734,0.0395,0.0465,0.015700000000000002,0.023800000000000005,0.0065,0.0092,0.002,0.0045,0.0007,0.0013,0.5717,0.4141,0.7929,0.1008,0.1063,0.6587,0.2071,0.1342,0.4984,0.3413,0.1603,0.3486,0.5016,0.1498,0.225,0.6514,0.1236,0.132,0.775,0.093,0.0744,0.868,0.0576,0.0366,0.9256,0.0378,0.0181,0.9634,0.0185
oof,2024020203,2024-11-05,2024,ANA,VAN,Honda Center,2024-11-06T03:00:00Z,84-92,63-101,0.551892039165814,0.448107960834186,0.1557,0.395,0.46722869507443554,0.37707130492556445,3.2136804342587073,3.477070094917595,-0.2633896606588877,6.690750529176302,-1.0,6.0,,,False,,,,,,1.0,5.0,6.0,-4.0,0.4986,0.5507,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,True,oof,3.2136804342587073,3.477070094917595,0.9966,0.0015,0.9908,0.0058,0.977,0.0138,0.95,0.027,0.8961,0.0539,0.8124,0.0837,0.6965,0.1159,0.5507,0.1458,0.395,0.1557,0.2541,0.1409,0.1421,0.112,0.0696,0.0725,0.0311,0.0385,0.0116,0.0195,0.0043,0.0073,0.0018,0.0025,0.0005,0.0013,0.5507,0.395,0.7895,0.105,0.1055,0.6541,0.2105,0.1354,0.4986,0.3459,0.1555,0.3521,0.5014,0.1465,0.2319,0.6479,0.1202,0.1414,0.7681,0.0905,0.0784,0.8586,0.063,0.0409,0.9216,0.0375,0.0196,0.9591,0.0213
oof,2024020204,2024-11-05,2024,SJS,CBJ,SAP Center at San Jose,2024-11-06T03:30:00Z,59-105,80-84,0.5791563728206621,0.4208436271793379,0.18110000000000004,0.4572,0.4835601312356803,0.33533986876431965,2.7592013883335027,2.477714837365548,0.2814865509679545,5.236916225699051,0.0,5.0,,,False,,,,,,2.0,1.0,3.0,1.0,0.4238,0.45720000000000005,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,2.7592013883335027,2.477714837365548,0.999,0.0008,0.998,0.001,0.9944,0.0036,0.9811,0.0133,0.9525,0.0286,0.8949,0.0576,0.7893,0.1056,0.6383,0.151,0.45720000000000005,0.18110000000000004,0.2857,0.1715,0.1595,0.1262,0.0753,0.0842,0.0305,0.0448,0.011,0.0195,0.0028,0.0082,0.001,0.0018,0.0002,0.0008,0.6383,0.4572,0.6022,0.2257,0.1721,0.4238,0.3978,0.1784,0.2696,0.5762,0.1542,0.1564,0.7304,0.1132,0.0827,0.8436,0.0737,0.0397,0.9173,0.043,0.0161,0.9603,0.0236,0.0065,0.9839,0.0096,0.0027,0.9935,0.0038
oof,2024020201,2024-11-05,2024,WPG,UTA,Canada Life Centre,2024-11-06T01:00:00Z,97-80,83-87,0.5845024855257251,0.41549751447427485,0.1423,0.6338,0.5405841145108361,0.3171158854891639,3.7860135125988204,2.4110073440707747,1.3750061685280457,6.197020856669595,1.0,6.0,,,False,,,,,,3.0,0.0,3.0,3.0,0.4279,0.4676,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.7860135125988204,2.4110073440707747,0.9996,0.0003,0.9991,0.0005,0.9968,0.0023,0.9918,0.005,0.9762,0.0156,0.9426,0.0336,0.8802,0.0624,0.7761,0.1041,0.6338,0.1423,0.4676,0.1662,0.3193,0.1483,0.1924,0.1269,0.1023,0.0901,0.0497,0.0526,0.0226,0.0271,0.010700000000000001,0.011900000000000003,0.0036,0.0071,0.7761,0.6338,0.7446,0.1381,0.1173,0.5866,0.2554,0.158,0.4279,0.4134,0.1587,0.288,0.5721,0.1399,0.1764,0.712,0.1116,0.0999,0.8236,0.0765,0.0511,0.9001,0.0488,0.0244,0.9489,0.0267,0.0119,0.9756,0.0125
oof,2024020199,2024-11-05,2024,STL,TBL,Enterprise Center,2024-11-06T01:00:00Z,84-87,101-75,0.5447228252074319,0.45527717479256813,0.1511,0.3832,0.46405278724136134,0.38484721275863865,3.30827304429335,3.581031930913084,-0.2727588866197337,6.889304975206434,-1.0,6.0,,,False,,,,,,3.0,2.0,5.0,1.0,0.539,0.5343,0.0,1.0,0.0,1.0,0.0,,,,,,1.0,True,oof,3.30827304429335,3.581031930913084,0.9968,0.0021,0.9911,0.0057,0.9746,0.0165,0.9451,0.0295,0.889,0.0561,0.802,0.087,0.6771,0.1249,0.5343,0.1428,0.3832,0.1511,0.2441,0.1391,0.1383,0.1058,0.0717,0.0666,0.0344,0.0373,0.015,0.0194,0.0055,0.0095,0.0019000000000000002,0.0036000000000000003,0.0003,0.0016,0.5343,0.3832,0.8133,0.0886,0.0981,0.6865,0.1867,0.1268,0.539,0.3135,0.1475,0.3952,0.461,0.1438,0.2628,0.6048,0.1324,0.163,0.7372,0.0998,0.0939,0.837,0.0691,0.0497,0.9061,0.0442,0.026,0.9503,0.0237
oof,2024020205,2024-11-06,2024,WSH,NSH,Capital One Arena,2024-11-07T00:00:00Z,99-75,68-96,0.5558345286849432,0.4441654713150568,0.1175,0.7058,0.5613501895177085,0.32114981048229146,4.636119562112341,2.716942896963577,1.9191766651487643,7.353062459075918,1.0,7.0,,,False,,,,,,3.0,2.0,5.0,1.0,0.4636,0.5647,0.0,1.0,0.0,0.0,1.0,,,,,,1.0,True,oof,4.636119562112341,2.716942896963577,0.9998999990001,9.99999999e-10,0.9995,0.0004,0.9981,0.0014,0.9923,0.0058,0.9816,0.0107,0.9556,0.026,0.9059,0.0497,0.8233,0.0826,0.7058,0.1175,0.5647,0.1411,0.4169,0.1478,0.2787,0.1382,0.173,0.1057,0.0991,0.0739,0.0476,0.0515,0.020900000000000002,0.026700000000000005,0.01,0.0109,0.8233,0.7058,0.8624,0.0663,0.0713,0.7466,0.1376,0.1158,0.6109,0.2534,0.1357,0.4636,0.3891,0.1473,0.3266,0.5364,0.137,0.2155,0.6734,0.1111,0.1313,0.7845,0.0842,0.0744,0.8687,0.0569,0.0386,0.9256,0.0358
oof,2024020206,2024-11-06,2024,CHI,DET,United Center,2024-11-07T01:00:00Z,54-110,80-84,0.5412376742537445,0.45876232574625553,0.1687,0.4195,0.4737309262390378,0.35756907376096225,3.0190965597063495,2.97165567291512,0.04744088679122971,5.990752232621469,0.0,5.0,,,False,,,,,,1.0,4.0,5.0,-3.0,0.5537,0.4195,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,True,oof,3.0190965597063495,2.97165567291512,0.9986,0.0011,0.995,0.0036,0.9869,0.0081,0.966,0.0209,0.9241,0.0419,0.8524,0.0717,0.737,0.1154,0.5882,0.1488,0.4195,0.1687,0.2707,0.1488,0.15,0.1207,0.0741,0.0759,0.0328,0.0413,0.0147,0.0181,0.0058,0.0089,0.0022,0.0036,0.0008,0.0014,0.5882,0.4195,0.7095,0.1526,0.1379,0.5537,0.2905,0.1558,0.3919,0.4463,0.1618,0.2547,0.6081,0.1372,0.1565,0.7453,0.0982,0.0852,0.8435,0.0713,0.0397,0.9148,0.0455,0.0191,0.9603,0.0206,0.0088,0.9809,0.0103
