feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
sp_k9_home,baseline,288,283,98.3,283,98.3,0,OK
sp_k9_away,baseline,288,286,99.3,286,99.3,0,OK
sp_xwoba_home,baseline,288,284,98.6,284,98.6,0,OK
sp_xwoba_away,baseline,288,286,99.3,286,99.3,0,OK
lineup_woba_mean_home,baseline,288,288,100.0,288,100.0,0,OK
lineup_woba_mean_away,baseline,288,288,100.0,288,100.0,0,OK
lineup_woba_top3_home,baseline,288,288,100.0,288,100.0,0,OK
lineup_woba_top3_away,baseline,288,288,100.0,288,100.0,0,OK
woba_30g_home,baseline,288,288,100.0,288,100.0,0,OK
woba_30g_away,baseline,288,288,100.0,288,100.0,0,OK
bullpen_whip_10g_home,baseline,288,287,99.7,287,99.7,0,OK
bullpen_whip_10g_away,baseline,288,285,99.0,285,99.0,0,OK
bullpen_whip_3g_home,baseline,288,287,99.7,287,99.7,0,OK
bullpen_whip_3g_away,baseline,288,285,99.0,285,99.0,0,OK
team_barrel_15g_home,baseline,288,288,100.0,288,100.0,0,OK
team_barrel_15g_away,baseline,288,288,100.0,288,100.0,0,OK
team_exitvelo_15g_home,baseline,288,288,100.0,288,100.0,0,OK
team_exitvelo_15g_away,baseline,288,288,100.0,288,100.0,0,OK
run_margin_diff,baseline,288,288,100.0,288,100.0,0,OK
exp2_centered_k_diff,baseline,288,281,97.6,281,97.6,0,OK
exp2_cat_k_fastball_diff,baseline,288,281,97.6,281,97.6,0,OK
exp2_cat_k_breaking_diff,baseline,288,242,84.0,242,84.0,0,OK
exp2_cat_k_offspeed_diff,baseline,288,194,67.4,194,67.4,0,LOW_COVERAGE
exp2_cat_xwoba_fastball_diff,baseline,288,281,97.6,281,97.6,0,OK
exp2_cat_xwoba_breaking_diff,baseline,288,242,84.0,242,84.0,0,OK
exp2_cat_xwoba_offspeed_diff,baseline,288,194,67.4,194,67.4,0,LOW_COVERAGE
exp2_cat_platoon_k_fastball_diff,baseline,288,280,97.2,280,97.2,0,OK
