feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
bullpen_whip_3g_away,current,97,97,100.0,97,100.0,0,OK
team_barrel_15g_home,current,97,97,100.0,97,100.0,0,OK
team_barrel_15g_away,current,97,97,100.0,97,100.0,0,OK
team_exitvelo_15g_home,current,97,97,100.0,97,100.0,0,OK
team_exitvelo_15g_away,current,97,97,100.0,97,100.0,0,OK
run_margin_diff,current,97,97,100.0,97,100.0,0,OK
is_home,baseline,291,291,100.0,291,100.0,0,OK
win_pct_diff,baseline,291,291,100.0,291,100.0,0,OK
elo_diff,baseline,291,291,100.0,291,100.0,0,OK
rest_days_diff,baseline,291,291,100.0,291,100.0,0,OK
sp_era_diff,baseline,291,284,97.6,284,97.6,0,OK
sp_era_5g_diff,baseline,291,286,98.3,286,98.3,0,OK
sp_k9_diff,baseline,291,284,97.6,284,97.6,0,OK
sp_k9_5g_diff,baseline,291,286,98.3,286,98.3,0,OK
sp_fbvelo_diff,baseline,291,285,97.9,285,97.9,0,OK
sp_fbpct_diff,baseline,291,286,98.3,286,98.3,0,OK
sp_whiff_diff,baseline,291,286,98.3,286,98.3,0,OK
sp_xwoba_diff,baseline,291,286,98.3,286,98.3,0,OK
sp_xwoba_vs_l_diff,baseline,291,284,97.6,284,97.6,0,OK
lineup_woba_mean_diff,baseline,291,291,100.0,291,100.0,0,OK
lineup_woba_top3_diff,baseline,291,291,100.0,291,100.0,0,OK
lineup_woba_std_diff,baseline,291,291,100.0,291,100.0,0,OK
woba_30g_diff,baseline,291,291,100.0,291,100.0,0,OK
bullpen_whip_diff,baseline,291,286,98.3,286,98.3,0,OK
bullpen_whip_3g_diff,baseline,291,286,98.3,286,98.3,0,OK
bullpen_pitches_diff,baseline,291,291,100.0,291,100.0,0,OK
team_barrel_diff,baseline,291,291,100.0,291,100.0,0,OK
team_hardhit_diff,baseline,291,291,100.0,291,100.0,0,OK
team_exitvelo_diff,baseline,291,291,100.0,291,100.0,0,OK
lineup_handedness_matchup_advantage,baseline,291,291,100.0,291,100.0,0,OK
travel_fatigue_diff,baseline,291,291,100.0,291,100.0,0,OK
closer_availability_diff,baseline,291,291,100.0,291,100.0,0,OK
dome_is_neutral,baseline,291,291,100.0,291,100.0,0,OK
park_factor_slug_diff,baseline,291,291,100.0,291,100.0,0,OK
wind_advantage_flyball_factor,baseline,291,284,97.6,229,78.7,55,LOW_COVERAGE
air_density_velocity_boost,baseline,291,285,97.9,285,97.9,0,OK
bullpen_meltdown_risk,baseline,291,286,98.3,286,98.3,0,OK
pitcher_regression_indicator,baseline,291,285,97.9,285,97.9,0,OK
lineup_depth_multiplier,baseline,291,291,100.0,291,100.0,0,OK
ace_efficiency_factor,baseline,291,286,98.3,286,98.3,0,OK
home_elo,baseline,291,291,100.0,291,100.0,0,OK
away_elo,baseline,291,291,100.0,291,100.0,0,OK
home_win_pct,baseline,291,291,100.0,291,100.0,0,OK
away_win_pct,baseline,291,291,100.0,291,100.0,0,OK
sp_era_home,baseline,291,287,98.6,287,98.6,0,OK
sp_era_away,baseline,291,288,99.0,288,99.0,0,OK
sp_k9_home,baseline,291,287,98.6,287,98.6,0,OK
sp_k9_away,baseline,291,288,99.0,288,99.0,0,OK
sp_xwoba_home,baseline,291,288,99.0,288,99.0,0,OK
sp_xwoba_away,baseline,291,289,99.3,289,99.3,0,OK
lineup_woba_mean_home,baseline,291,291,100.0,291,100.0,0,OK
lineup_woba_mean_away,baseline,291,291,100.0,291,100.0,0,OK
lineup_woba_top3_home,baseline,291,291,100.0,291,100.0,0,OK
lineup_woba_top3_away,baseline,291,291,100.0,291,100.0,0,OK
woba_30g_home,baseline,291,291,100.0,291,100.0,0,OK
woba_30g_away,baseline,291,291,100.0,291,100.0,0,OK
bullpen_whip_10g_home,baseline,291,290,99.7,290,99.7,0,OK
bullpen_whip_10g_away,baseline,291,287,98.6,287,98.6,0,OK
bullpen_whip_3g_home,baseline,291,290,99.7,290,99.7,0,OK
bullpen_whip_3g_away,baseline,291,287,98.6,287,98.6,0,OK
team_barrel_15g_home,baseline,291,291,100.0,291,100.0,0,OK
team_barrel_15g_away,baseline,291,291,100.0,291,100.0,0,OK
team_exitvelo_15g_home,baseline,291,291,100.0,291,100.0,0,OK
team_exitvelo_15g_away,baseline,291,291,100.0,291,100.0,0,OK
run_margin_diff,baseline,291,291,100.0,291,100.0,0,OK
